Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
Jacksonville College-Main Campus,Private not-for-profit, 2-year,0,0,0,1044356,1044356
Jacksonville State University,Public, 4-year or above,0,551982.82,0,51265181.6,51817164.4
Jacksonville University,Private not-for-profit, 4-year or above,1579513.69,168841,1579513.69,37521238.6,39269593.3
James A Rhodes State College,Public, 2-year,0,0,0,4215741,4215741
James H Faulkner State Community College,Public, 2-year,0,904079,0,19232680.9,20136759.9
James Madison University,Public, 4-year or above,0,6818755.53,0,119544324.9,126363080.4
James Rumsey Technical Institute,Public, less-than 2-year,0,0,0,244722.7,244722.7
James Sprunt Community College,Public, 2-year,0,3004031.44,0,2534723.7,5538755.1
Jameson Health System,Private not-for-profit, 2-year,0,0,0,621765.2,621765.2
Jamestown Community College,Public, 2-year,0,0,0,11453254.4,11453254.4
Jarvis Christian College,Private not-for-profit, 4-year or above,0,2670634,0,11507419.3,14178053.3
Jefferson College,Public, 2-year,0,578296,0,10005241.1,10583537.1
Jefferson College of Health Sciences,Private not-for-profit, 4-year or above,0,346362,0,15242809,15589171
Jefferson Community and Technical College,Public, 2-year,0,447960,0,32132201.8,32580161.8
Jefferson Community College,Public, 2-year,0,353991,0,13769760.8,14123751.8
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Public, less-than 2-year,0,0,0,327680,327680
Jefferson Lewis BOCES-Practical Nursing Program,Public, less-than 2-year,0,0,0,603766.1,603766.1
Jefferson Regional Medical Center School of Nursing,Private not-for-profit, 2-year,0,0,0,629549.9,629549.9
Jefferson State Community College,Public, 2-year,0,902.49,0,18583899,18584801.5
Jewish Theological Seminary of America,Private not-for-profit, 4-year or above,0,0,0,1309265,1309265
John A Gupton College,Private not-for-profit, 2-year,0,0,0,526631.5,526631.5
John A Logan College,Public, 2-year,0,301141,0,6175685,6476826
John Brown University,Private not-for-profit, 4-year or above,0,258924.95,0,16751968.2,17010893.1
John C Calhoun State Community College,Public, 2-year,0,1535000,0,24080797.6,25615797.6
John Carroll University,Private not-for-profit, 4-year or above,0,1147589,0,24008792,25156381
John D Rockefeller IV Career Center,Public, less-than 2-year,0,0,0,314208,314208
John F. Kennedy University,Private not-for-profit, 4-year or above,0,520544,0,18504983,19025527
John Paul the Great Catholic University,Private not-for-profit, 4-year or above,0,0,0,2431325,2431325
John Tyler Community College,Public, 2-year,0,39918752.78,0,14948848,54867600.8
John Wesley University,Private not-for-profit, 4-year or above,0,0,0,889472.4,889472.4
John Wood Community College,Public, 2-year,0,1150643,0,5827130.2,6977773.2
Johns Hopkins University,Private not-for-profit, 4-year or above,1248231088,937690607.2,1248231088,166258097,2352179792
Johnson C Smith University,Private not-for-profit, 4-year or above,0,4968642.42,0,24713633,29682275.4
Johnson College,Private not-for-profit, 2-year,0,0,0,4253277,4253277
Johnson County Community College,Public, 2-year,0,419604,0,19924497,20344101
Johnson University,Private not-for-profit, 4-year or above,0,0,0,10351063,10351063
Johnston Community College,Public, 2-year,0,254356,0,5041379.5,5295735.5
Joliet Junior College,Public, 2-year,25000,1906661,25000,16719026.8,18650687.8
Jones County Junior College,Public, 2-year,0,0,0,12750848.5,12750848.5
Joseph F McCloskey School of Nursing at Schuylkill Health,Private not-for-profit, 2-year,0,0,0,709356,709356
Judson College,Private not-for-profit, 4-year or above,0,0,0,2535483.6,2535483.6
Judson University,Private not-for-profit, 4-year or above,0,0,0,11996049.4,11996049.4
Jung Tao School of Classical Chinese Medicine,Private not-for-profit, 4-year or above,0,0,0,720182,720182
Juniata College,Private not-for-profit, 4-year or above,0,441705,0,11160857,11602562
Kalamazoo College,Private not-for-profit, 4-year or above,0,1142795,0,8244865,9387660
Kalamazoo Valley Community College,Public, 2-year,0,0,0,18588467.6,18588467.6
Kankakee Community College,Public, 2-year,0,1040414,0,5109517.9,6149931.9
Kansas Christian College,Private not-for-profit, 4-year or above,0,0,0,1129073.3,1129073.3
Kansas City Art Institute,Private not-for-profit, 4-year or above,0,0,0,7000226,7000226
Kansas City Kansas Community College,Public, 2-year,0,242136,0,12334099.1,12576235.1
Kansas City University of Medicine and Biosciences,Private not-for-profit, 4-year or above,685854.54,0,685854.54,67995120,68680974.5
Kansas State University,Public, 4-year or above,3632597.41,80219780.54,3632597.41,141367516.6,225219894.6
Kansas Wesleyan University,Private not-for-profit, 4-year or above,0,0,0,8853043,8853043
Kapiolani Community College,Public, 2-year,0,2905007.98,0,8585475,11490483
Kaskaskia College,Public, 2-year,0,274798,0,3773549,4048347
Kauai Community College,Public, 2-year,0,677868,0,1984494,2662362
Kean University,Public, 4-year or above,0,695652,0,110579288.5,111274940.5
Keck Graduate Institute,Private not-for-profit, 4-year or above,0,408964,0,11197848,11606812
Keene State College,Public, 4-year or above,0,2110968.58,0,29042130,31153098.6
Kehilath Yakov Rabbinical Seminary,Private not-for-profit, 4-year or above,0,0,0,804690,804690
Keiser University-Ft Lauderdale,Private not-for-profit, 4-year or above,0,0,0,278545958,278545958
Kellogg Community College,Public, 2-year,9682.38,639850,9682.38,14291905.5,14941437.9
Kennebec Valley Community College,Public, 2-year,0,279460.85,0,7196281,7475741.8
Kennesaw State University,Public, 4-year or above,0,1403594.35,0,212194186.1,213597780.4
Kenrick Glennon Seminary,Private not-for-profit, 4-year or above,0,0,0,27396,27396
Kent State University at Kent,Public, 4-year or above,168920.75,14801900.46,168920.75,252460560,267431381.2
Kentucky Christian University,Private not-for-profit, 4-year or above,0,0,0,5009210.7,5009210.7
Kentucky Mountain Bible College,Private not-for-profit, 4-year or above,0,0,0,297421,297421
Kentucky State University,Public, 4-year or above,0,6186917.08,0,13934590.4,20121507.5
Kentucky Wesleyan College,Private not-for-profit, 4-year or above,0,438177,0,5658990.8,6097167.8
Kenyon College,Private not-for-profit, 4-year or above,0,647124,0,6090031,6737155
Kettering College,Private not-for-profit, 4-year or above,0,0,0,13288289,13288289
Kettering University,Private not-for-profit, 4-year or above,-20120.61,259410.95,-20120.61,14564712,14804002.3
Keuka College,Private not-for-profit, 4-year or above,0,0,0,17273812.4,17273812.4
Keweenaw Bay Ojibwa Community College,Public, 2-year,0,2541395,0,258944,2800339
Keystone College,Private not-for-profit, 4-year or above,0,0,0,13339796.1,13339796.1
Kilgore College,Public, 2-year,0,917973,0,19899111.8,20817084.8
King University,Private not-for-profit, 4-year or above,0,0,0,24372968,24372968
King's College,Private not-for-profit, 4-year or above,0,0,0,22114623.8,22114623.8
Kirksville Area Technical Center,Public, less-than 2-year,0,0,0,174048,174048
Kirkwood Community College,Public, 2-year,0,313406,0,42482132.2,42795538.2
Kirtland Community College,Public, 2-year,0,0,0,5229439,5229439
Kishwaukee College,Public, 2-year,0,556291,0,7101741.5,7658032.5
Klamath Community College,Public, 2-year,0,517291,0,6040999,6558290
Knox College,Private not-for-profit, 4-year or above,0,910674,0,9403153,10313827
Knox County Career Center,Public, less-than 2-year,0,0,0,949039.6,949039.6
Kutztown University of Pennsylvania,Public, 4-year or above,0,2827834,0,70616908.8,73444742.8
Kuyper College,Private not-for-profit, 4-year or above,0,0,0,1102984,1102984
La Roche College,Private not-for-profit, 4-year or above,0,0,0,13039799,13039799
La Salle University,Private not-for-profit, 4-year or above,0,210806,0,48579330,48790136
La Sierra University,Private not-for-profit, 4-year or above,0,524813,0,23001213.1,23526026.1
Labette Community College,Public, 2-year,0,564168.06,0,3525758,4089926.1
Laboure College,Private not-for-profit, 4-year or above,0,0,0,8850614,8850614
Lac Courte Oreilles Ojibwa Community College,Public, 2-year,0,3750907.05,0,775197,4526104
Lackawanna College,Private not-for-profit, 2-year,0,0,0,17227235,17227235
Lafayette College,Private not-for-profit, 4-year or above,0,278250.12,0,8411540,8689790.1
LaGrange College,Private not-for-profit, 4-year or above,0,0,0,9958479.7,9958479.7
Lake Area Technical Institute,Public, 2-year,0,-225865,0,11581406,11355541
Lake Career and Technical Center,Public, less-than 2-year,0,0,0,25700,25700
Lake Erie College,Private not-for-profit, 4-year or above,0,0,0,8954615,8954615
Lake Erie College of Osteopathic Medicine,Private not-for-profit, 4-year or above,1476902.02,924699,1476902.02,138096345,140497946
Lake Forest College,Private not-for-profit, 4-year or above,0,0,0,11238052,11238052
Lake Forest Graduate School of Management,Private not-for-profit, 4-year or above,0,0,0,1363391,1363391
Lake Land College,Public, 2-year,0,557999,0,7334482.7,7892481.7
Lake Michigan College,Public, 4-year or above,0,1714550.13,0,7472221.2,9186771.3
Lake Region State College,Public, 2-year,0,272488,0,3471892,3744380
Lake Superior College,Public, 2-year,80060,672874,80060,14449862,15202796
Lake Superior State University,Public, 4-year or above,0,104427,0,12433527,12537954
Lake Tahoe Community College,Public, 2-year,0,515663,0,1539290,2054953
Lake Technical College,Public, less-than 2-year,0,0,0,1289974.1,1289974.1
Lake Washington Institute of Technology,Public, 4-year or above,0,496252,0,6127693.9,6623945.9
Lake-Sumter State College,Public, 4-year or above,0,642653,0,8695987.6,9338640.6
Lakeland University,Private not-for-profit, 4-year or above,0,-202676,0,19640510,19437834
Lakes Region Community College,Public, 2-year,0,0,0,4234001.1,4234001.1
Lakeshore Technical College,Public, 2-year,0,242136,0,6218811,6460947
Lakeview College of Nursing,Private not-for-profit, 4-year or above,0,0,0,1601949.1,1601949.1
Lamar Community College,Public, 2-year,0,409584.58,0,2241154.5,2650739.1
Lamar Institute of Technology,Public, 2-year,0,0,0,7702607,7702607
Lamar State College-Orange,Public, 2-year,0,0,0,5709798.4,5709798.4
Lamar State College-Port Arthur,Public, 2-year,-21408,1600000,-21408,5518736.3,7097328.3
Lamar University,Public, 4-year or above,0,1241466,0,93633832.5,94875298.5
Lancaster County Career and Technology Center,Public, 2-year,0,0,0,3330591.6,3330591.6
Lancaster Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,817077,817077
Lander University,Public, 4-year or above,0,246948,0,23682883,23929831
Landmark College,Private not-for-profit, 4-year or above,0,0,0,4203062,4203062
Lane College,Private not-for-profit, 4-year or above,0,3440731,0,14534486.4,17975217.4
Lane Community College,Public, 2-year,0,3273399.53,0,22711651,25985050.5
Laney College,Public, 2-year,0,289201,0,13168792.8,13457993.8
Langston University,Public, 4-year or above,0,7132576.39,0,21506222.2,28638798.6
Lanier Technical College,Public, 2-year,0,0,0,5007269.2,5007269.2
Lansing Community College,Public, 2-year,0,257673.22,0,29941459.2,30199132.4
Laramie County Community College,Public, 2-year,0,243763,0,9361244.8,9605007.8
Laredo Community College,Public, 2-year,3000,1814259,3000,17345836.6,19163095.6
Las Positas College,Public, 2-year,0,1964657.69,0,5698905,7663562.7
Lasell College,Private not-for-profit, 4-year or above,0,0,0,19056839,19056839
Lassen Community College,Public, 2-year,0,-80000,0,1600920.6,1520920.6
Latter-day Saints Business College,Private not-for-profit, 2-year,0,0,0,3758450,3758450
Lawrence Memorial Hospital School of Nursing,Private not-for-profit, 2-year,0,0,0,3059408.6,3059408.6
Lawrence Technological University,Private not-for-profit, 4-year or above,-37949.74,-360,-37949.74,21103945,21065635.3
Lawrence University,Private not-for-profit, 4-year or above,0,0,0,7759355,7759355
Lawson State Community College-Birmingham Campus,Public, 2-year,0,5279150,0,8771396.5,14050546.5
Le Moyne College,Private not-for-profit, 4-year or above,0,885900.5,0,33228964.5,34114865
Le Moyne-Owen College,Private not-for-profit, 4-year or above,0,2128953,0,10721333,12850286
Lebanon County Area Vocational Technical School,Public, less-than 2-year,0,0,0,1596575,1596575
Lebanon Valley College,Private not-for-profit, 4-year or above,0,8619,0,16669430.9,16678049.9
Lee College,Public, 2-year,0,1297883.68,0,7930660.7,9228544.4
Lee University,Private not-for-profit, 4-year or above,0,1085750,0,35023646,36109396
Leech Lake Tribal College,Public, 2-year,0,2495654,0,559802,3055456
Leeward Community College,Public, 2-year,0,2563775,0,8470379,11034154
Lehigh Carbon Community College,Public, 2-year,0,1626233,0,15334378.4,16960611.4
Lehigh University,Private not-for-profit, 4-year or above,351285.43,23150335.5,351285.43,25320596,48822216.9
Lenape Technical School Practical Nursing Program,Public, less-than 2-year,0,0,0,1622244,1622244
Lenoir Community College,Public, 2-year,0,0,0,3648953.8,3648953.8
Lenoir-Rhyne University,Private not-for-profit, 4-year or above,0,0,0,27480771,27480771
Lesley University,Private not-for-profit, 4-year or above,0,546482,0,44888092.7,45434574.7
LeTourneau University,Private not-for-profit, 4-year or above,0,0,0,22189981.8,22189981.8
Lewis & Clark College,Private not-for-profit, 4-year or above,0,1104792,0,39875997,40980789
Lewis and Clark Community College,Public, 2-year,0,978562.34,0,6831839.6,7810401.9
Lewis University,Private not-for-profit, 4-year or above,0,961151,0,51444693.5,52405844.5
Lewis-Clark State College,Public, 4-year or above,0,2976269,0,16908020,19884289
Lex La-Ray Technical Center,Public, less-than 2-year,0,0,0,361730,361730
Lexington Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,45704,45704
Liberty University,Private not-for-profit, 4-year or above,486165,-26098,486165,723210705.8,723670772.8
Life Chiropractic College West,Private not-for-profit, 4-year or above,0,0,0,27095465,27095465
Life Pacific College,Private not-for-profit, 4-year or above,0,0,0,6258352,6258352
Life University,Private not-for-profit, 4-year or above,0,0,0,98801036.8,98801036.8
Limestone College,Private not-for-profit, 4-year or above,0,0,0,26207256,26207256
Lincoln Christian University,Private not-for-profit, 4-year or above,0,0,0,4519916.6,4519916.6
Lincoln College,Private not-for-profit, 4-year or above,0,438543,0,8584999,9023542
Lincoln Land Community College,Public, 2-year,59200,383675,59200,14243843.9,14686718.9
Lincoln Memorial University,Private not-for-profit, 4-year or above,558850.4,388467.24,558850.4,122122176,123069493.6
Lincoln Trail College,Public, 2-year,0,0,0,1805870,1805870
