"Recipient","INST_TYPE_1","INST_TYPE_2","total_awards","grants","contracts","student_aid","Total_Federal_Investment"
"George Washington University","Private not-for-profit"," 4-year or above",147702764.13,141505964.78,6196799.35,298381800.24,446084564.3
"Georgetown College","Private not-for-profit"," 4-year or above",0,0,0,13099586.99,13099587
"Georgetown University","Private not-for-profit"," 4-year or above",107510206.69,104376338.91,3133867.78,269747652.39,377257859.1
"Georgia Christian University","Private not-for-profit"," 4-year or above",0,0,0,43445,43445
"Georgia College and State University","Public"," 4-year or above",1577140.93,1577140.93,0,38729809,40306949.93
"Georgia Gwinnett College","Public"," 4-year or above",450505.05,450505.05,0,67824208.24,68274713.25
"Georgia Highlands College","Public"," 4-year or above",0,0,0,19540379.47,19540379.5
"Georgia Institute of Technology-Main Campus","Public"," 4-year or above",605171926.91,204635506.38,400536420.53,95703956.38,700875883.3
"Georgia Military College","Public"," 4-year or above",539646,448574,91072,29284110.65,29823756.7
"Georgia Northwestern Technical College","Public"," 2-year",493626,493626,0,12051931.56,12545557.6
"Georgia Piedmont Technical College","Public"," 2-year",-44880.27,-44880.27,0,13143269.06,13098388.83
"Georgia Southern University","Public"," 4-year or above",4192888.65,4192888.65,0,180316340.33,184509229
"Georgia Southwestern State University","Public"," 4-year or above",0,0,0,19367952.14,19367952.1
"Georgia State University","Public"," 4-year or above",59292807.92,57628961.1,1663846.82,323316796.8,382609604.7
"Georgian Court University","Private not-for-profit"," 4-year or above",871387,871387,0,18902068,19773455
"Germanna Community College","Public"," 2-year",0,0,0,9846976.84,9846976.8
"Gettysburg College","Private not-for-profit"," 4-year or above",645374.06,603706,41668.06,17042483,17687857.06
"Glen Oaks Community College","Public"," 2-year",692136,692136,0,2336631.62,3028767.6
"Glendale Community College","Public"," 2-year",1225725,1225725,0,24211705,24852427
"Glendale Community College","Public"," 2-year",1225725,1225725,0,32929671,33514674
"Glenville State College","Public"," 4-year or above",267329,267329,0,9389270,9656599
"Goddard College","Private not-for-profit"," 4-year or above",0,0,0,5850354,5850354
"Gods Bible School and College","Private not-for-profit"," 4-year or above",0,0,0,703597.63,703597.6
"Gogebic Community College","Public"," 2-year",272491,272491,0,3095391,3367882
"Golden Gate University-San Francisco","Private not-for-profit"," 4-year or above",0,0,0,25689638.45,25689638.5
"Golden State College of Court Reporting","Private not-for-profit"," 2-year",0,0,0,32812,32812
"Goldey-Beacom College","Private not-for-profit"," 4-year or above",0,0,0,4319931,4319931
"Gonzaga University","Private not-for-profit"," 4-year or above",127278.94,125778.94,1500,60042913,60170191.94
"Good Samaritan College of Nursing and Health Science","Private not-for-profit"," 4-year or above",0,0,0,2965157.35,2965157.3
"Goodwin College","Private not-for-profit"," 4-year or above",550742,550742,0,36316364,36867106
"Gordon College","Private not-for-profit"," 4-year or above",0,0,0,12419304,12419304
"Gordon Cooper Technology Center","Public"," 2-year",4496,0,4496,825496,829992
"Gordon State College","Public"," 4-year or above",0,0,0,20942023.52,20942023.5
"Gordon-Conwell Theological Seminary","Private not-for-profit"," 4-year or above",0,0,0,3197013,3197013
"Goshen College","Private not-for-profit"," 4-year or above",0,0,0,5865526,5865526
"Goucher College","Private not-for-profit"," 4-year or above",118360,118360,0,12909736,13028096
"Governors State University","Public"," 4-year or above",3453272,3453272,0,45648735.21,49102007.2
"Grace Bible College","Private not-for-profit"," 4-year or above",0,0,0,9621480.2,9621480.2
"Grace College of Barbering","Private not-for-profit"," less-than 2-year",0,0,0,70039,70039
"Grace Mission University","Private not-for-profit"," 4-year or above",0,0,0,196471,196471
"Grace School of Theology","Private not-for-profit"," 4-year or above",0,0,0,451523,451523
"Grace University","Private not-for-profit"," 4-year or above",0,0,0,1050174,1050174
"Graceland University-Lamoni","Private not-for-profit"," 4-year or above",838124,838124,0,22685769,23523893
"Graduate Theological Union","Private not-for-profit"," 4-year or above",0,0,0,1098142,1098142
"Grady Health System Professional Schools","Public"," 2-year",0,0,0,500030.5,500030.5
"Graham Hospital School of Nursing","Private not-for-profit"," 2-year",0,0,0,258500.31,258500.3
"Grambling State University","Public"," 4-year or above",6922847.91,6922847.91,0,80792472.08,87715320.01
"Grand Rapids Community College","Public"," 2-year",308771.46,308771.46,0,34147778,34456549.46
"Grand River Technical School","Public"," less-than 2-year",0,0,0,169553.82,169553.8
"Grand Valley State University","Public"," 4-year or above",8466856.36,8444572.36,22284,195598375,204065231.4
"Grand View University","Private not-for-profit"," 4-year or above",550000,550000,0,14906392.5,15456392.5
"Gratz College","Private not-for-profit"," 4-year or above",0,0,0,745680,745680
"Grays Harbor College","Public"," 4-year or above",671311,671311,0,5575241.42,6246552.4
"Grayson College","Public"," 2-year",9872,9872,0,10777896.22,10787768.2
"Great Basin College","Public"," 4-year or above",-1066607.42,-1066607.42,0,4333467.19,3266859.78
"Great Bay Community College","Public"," 2-year",0,0,0,7584882,7584882
"Great Falls College Montana State University","Public"," 2-year",-460918.86,-460918.86,0,7271735,6810816.14
"Great Lakes Christian College","Private not-for-profit"," 4-year or above",0,0,0,1285965,1285965
"Great Oaks Career Campuses","Public"," less-than 2-year",42791.08,0,42791.08,1654189.65,1696980.78
"Great Plains Technology Center","Public"," 2-year",0,0,0,538349.31,538349.3
"Greater Altoona Career & Technology Center","Public"," less-than 2-year",97500,0,97500,1944947,2042447
"Greater Johnstown Career and Technology Center","Public"," less-than 2-year",0,0,0,1816417,1816417
"Green Country Technology Center","Public"," less-than 2-year",0,0,0,196288.42,196288.4
"Green Mountain College","Private not-for-profit"," 4-year or above",0,0,0,5577572,5577572
"Green River College","Public"," 4-year or above",722261,735296,-13035,13809118.63,14531379.6
"Greene County Career and Technology Center","Public"," less-than 2-year",0,0,0,453830,453830
"Greene County Vocational School District","Public"," less-than 2-year",0,0,0,201927,201927
"Greenfield Community College","Public"," 2-year",402727,402727,0,3497945.1,3900672.1
"Greensboro College","Private not-for-profit"," 4-year or above",400430,400430,0,8880425,9280855
"Greenville College","Private not-for-profit"," 4-year or above",1143468,1143468,0,11026648,12170116
"Greenville Technical College","Public"," 2-year",719318,719318,0,35463958.94,36183276.9
"Grinnell College","Private not-for-profit"," 4-year or above",47482,47482,0,5554825,5602307
"Grossmont College","Public"," 2-year",524978,524978,0,21856242.28,22381220.3
"Guilford College","Private not-for-profit"," 4-year or above",0,0,0,11975506.1,11975506.1
"Guilford Technical Community College","Public"," 2-year",598226,598226,0,47443290.71,48041516.7
"Gulf Coast State College","Public"," 4-year or above",1096631.55,1089063,7568.55,9528117.57,10624749.15
"Gupton Jones College of Funeral Service","Private not-for-profit"," 2-year",0,0,0,1840177,1840177
"Gustavus Adolphus College","Private not-for-profit"," 4-year or above",554176.98,554176.98,0,14609482,15163658.98
"Gwinnett Technical College","Public"," 2-year",0,0,0,30293288.3,30293288.3
"Gwynedd Mercy University","Private not-for-profit"," 4-year or above",0,0,0,26661164.14,26661164.1
"H Councill Trenholm State Community College","Public"," 2-year",2121735,2121735,0,4886689.79,7008424.8
"Hacienda La Puente Adult Education","Public"," 2-year",3811268,3811268,0,778265,4589533
"Hagerstown Community College","Public"," 2-year",569238,569238,0,12430675.37,12999913.4
"Halifax Community College","Public"," 2-year",3125556,3125556,0,1466658.77,4592214.8
"Hallmark University","Private not-for-profit"," 4-year or above",0,0,0,9133971,9133971
"Hamilton College","Private not-for-profit"," 4-year or above",-38318.28,-63318.28,25000,8591643.5,8553325.22
"Hamline University","Private not-for-profit"," 4-year or above",633764,633639,125,30793463,31427227
"Hampden-Sydney College","Private not-for-profit"," 4-year or above",45523,45523,0,7973972,8019495
"Hampshire College","Private not-for-profit"," 4-year or above",236529,236529,0,10893042,11129571
"Hampton University","Private not-for-profit"," 4-year or above",22427535,19287435,3140100,80575282.99,103002818
"Hannah E Mullins School of Practical Nursing","Public"," less-than 2-year",0,0,0,966070.55,966070.5
"Hannibal-LaGrange University","Private not-for-profit"," 4-year or above",0,0,0,6555133,6555133
"Harcum College","Private not-for-profit"," 2-year",743159,743159,0,14345340,15088499
"Harding University","Private not-for-profit"," 4-year or above",689601,689601,0,53444112.25,54133713.2
"Harford Community College","Public"," 2-year",759151,759151,0,9633709.39,10392860.4
"Harris-Stowe State University","Public"," 4-year or above",4734714,4734714,0,14560460.82,19295174.8
"Harrisburg Area Community College-Harrisburg","Public"," 2-year",38174.66,0,38174.66,45208741,45246915.66
"Harrisburg University of Science and Technology","Private not-for-profit"," 4-year or above",0,0,0,3977351,3977351
"Hartford Seminary","Private not-for-profit"," 4-year or above",0,0,0,512034,512034
"Hartnell College","Public"," 2-year",4916176.44,4916176.44,0,10516394.88,15432571.34
"Hartwick College","Private not-for-profit"," 4-year or above",11700,0,11700,13436660.62,13448360.6
"Harvard University","Private not-for-profit"," 4-year or above",1047487603.79,976590608.62,70896995.17,133155678,1180643282
"Harvey Mudd College","Private not-for-profit"," 4-year or above",2225423,2225423,0,4175298,6400721
"Hastings College","Private not-for-profit"," 4-year or above",0,0,0,8279477,8279477
"Haverford College","Private not-for-profit"," 4-year or above",2525506.58,367471.58,2158035,3778122,6303628.58
"Hawaii Community College","Public"," 2-year",388280,388280,0,5209952.5,5598232.5
"Hawaii Pacific University","Private not-for-profit"," 4-year or above",584126,584126,0,21829766.66,22413892.7
"Hawkeye Community College","Public"," 2-year",826856.9,826856.9,0,17736526.61,18563383.5
"Haywood Community College","Public"," 2-year",0,0,0,2293449.37,2293449.4
"Hazard Community and Technical College","Public"," 2-year",614377,614377,0,8473950,9088327
"Hazelden Betty Ford Graduate School of Addiction Studies","Private not-for-profit"," 4-year or above",1261596.51,337327,924269.51,3562479,4824075.51
"Hazleton Area Career Center","Public"," less-than 2-year",0,0,0,127916,127916
"Heartland Community College","Public"," 2-year",254355,254355,0,8395788,8650143
"Hebrew College","Private not-for-profit"," 4-year or above",0,0,0,805094.5,805094.5
"Hebrew Theological College","Private not-for-profit"," 4-year or above",0,0,0,383107,383107
"Hebrew Union College-Jewish Institute of Religion","Private not-for-profit"," 4-year or above",0,0,0,2721041,2721041
"Heidelberg University","Private not-for-profit"," 4-year or above",622303,622303,0,11477749,12100052
"Helena College University of Montana","Public"," 2-year",242136,242136,0,5223303.66,5465439.7
"Helene Fuld College of Nursing","Private not-for-profit"," 4-year or above",0,0,0,3384895.39,3384895.4
"Helms College","Private not-for-profit"," 2-year",0,0,0,3336185.23,3336185.2
"Henderson Community College","Public"," 2-year",0,0,0,4535432.75,4535432.8
"Henderson State University","Public"," 4-year or above",2000572,2000572,0,21343231.37,23343803.4
"Hendrix College","Private not-for-profit"," 4-year or above",1198187,1198187,0,7675495,8873682
"Hennepin Technical College","Public"," 2-year",1405764,1405764,0,17970122,19375886
"Henry Ford College","Public"," 4-year or above",0,0,0,44250455.97,44250456
"Heritage Christian University","Private not-for-profit"," 4-year or above",0,0,0,92994.09,92994.1
"Heritage University","Private not-for-profit"," 4-year or above",2552022,2475137,76885,11400126,13952148
"Herkimer County BOCES-Practical Nursing Program","Public"," less-than 2-year",0,0,0,609357.05,609357
"Herkimer County Community College","Public"," 2-year",0,0,0,12263495.57,12263495.6
"Hesston College","Private not-for-profit"," 4-year or above",0,0,0,3284301,3284301
"Hibbing Community College","Public"," 2-year",1841991,1841991,0,4942528.98,6784520
"High Plains Technology Center","Public"," less-than 2-year",0,0,0,146874.56,146874.6
"High Point University","Private not-for-profit"," 4-year or above",1894622,1894622,0,50535296,52429918
"High Tech High Graduate School of Education","Private not-for-profit"," 4-year or above",0,0,0,71069,71069
"Highland Community College","Public"," 2-year",940370.44,922799,17571.44,3984772.41,4683006.84
"Highland Community College","Public"," 2-year",940370.44,922799,17571.44,6273389,6515525
"Highline College","Public"," 4-year or above",1287856,1287856,0,9002450.53,10290306.5
"Hilbert College","Private not-for-profit"," 4-year or above",0,0,0,6732744,6732744
"Hill College","Public"," 2-year",0,0,0,9970333.46,9970333.5
"Hillsborough Community College","Public"," 2-year",765091,765091,0,85788553.18,86553644.2
"Hillyard Technical Center","Public"," 2-year",0,0,0,617611.13,617611.1
"Hinds Community College","Public"," 2-year",8183331.92,8183331.92,0,50733562.87,58916894.82
"Hiram College","Private not-for-profit"," 4-year or above",0,0,0,9205118.3,9205118.3
"Hiwassee College","Private not-for-profit"," 4-year or above",657464.97,657464.97,0,2592283,3249747.97
"Hobart Institute of Welding Technology","Private not-for-profit"," less-than 2-year",9910,0,9910,3739213,3749123
"Hobart William Smith Colleges","Private not-for-profit"," 4-year or above",765365.2,765365.2,0,16156191,16921556.2
"Hobe Sound Bible College","Private not-for-profit"," 4-year or above",0,0,0,430814.53,430814.5
