"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","The University of Texas at Austin",1120622.57
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","The University of Texas at El Paso",846536
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Akron",323392
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Alabama at Birmingham",112317
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Alaska Anchorage",-7103.98
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Arkansas",731927
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Arkansas at Little Rock",-20338.71
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of California-Berkeley",-4.68
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of California-Davis",1410728
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of California-Irvine",822499.99
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of California-Los Angeles",1063583.03
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of California-Riverside",49996
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Central Florida",1618874.16
"16.56","Research Support Programs","National Institute of Justice Research, Evaluation, and Development Project Grants","Department of Justice","Office of Justice Programs","University of Chicago",1231179
